StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Target_Gender,Target_City,Target_CollegeTier,Target_Stream,Target_Specialisation,Target_Hostel,Target_HistoryOfBacklogs,Target_CGPA_Tier
88,8.15,8.32,8.33,8.5,8.69,8.59,8.42,8.16,8.36,84.0,1,2,1.0,3,1,63.7,4.4,58.5,44.9,1,18.65,0,1,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.3022949379598111,0.9910676817936576
89,5.09,5.3,5.28,5.38,5.82,5.16,5.24,5.31,5.36,63.0,0,0,0.0,1,0,41.7,2.2,23.6,33.1,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
90,9.61,9.68,9.26,9.52,9.39,9.66,9.41,9.75,9.54,76.7,0,2,1.0,1,1,81.5,3.0,54.7,59.7,1,18.8,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
91,7.05,7.82,7.56,8.08,8.0,7.49,7.96,7.46,7.67,86.5,0,3,1.0,4,2,85.9,3.4,75.8,64.6,1,8.91,0,1,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6486231313926043,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
92,5.91,5.68,5.71,5.73,5.68,5.99,5.73,6.11,5.75,82.0,1,1,3.0,2,0,62.8,3.0,46.2,52.8,1,0.0,0,0,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
93,5.32,4.93,5.13,4.61,5.2,5.2,5.35,4.89,5.19,76.8,1,2,2.0,1,1,60.9,2.6,61.4,58.9,0,3.88,0,1,0.6553077968490462,0.6605866403746611,0.9081480429068692,0.6532128154644711,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
94,7.37,7.26,7.6,7.07,7.2,7.45,7.26,7.73,7.53,74.5,1,1,2.0,2,1,72.1,2.9,57.8,58.7,0,8.32,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
95,7.56,8.42,7.97,7.74,8.47,7.61,8.64,8.36,8.06,66.2,0,2,1.8044691509931448,2,1,70.0,3.154210956663942,57.41127296699558,43.6,1,18.36,0,1,0.6553077968490462,0.6591515870661525,0.3018718274111675,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
96,5.7,6.19,6.08,6.33,6.03,6.14,5.84,6.13,6.08,68.3,1,2,2.0,1,0,71.6,3.0,55.4,59.0,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6486231313926043,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
97,6.99,7.29,6.62,7.66,6.65,7.19,7.52,6.94,7.13,82.4,1,1,1.8044691509931448,2,1,70.5,1.8,59.0,44.8,1,8.49,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
98,8.21,8.7,8.14,8.29,8.41,8.81,8.15,8.95,8.54,63.6,1,2,1.0,1,1,65.8,3.6,54.0,65.8,1,22.71,0,1,0.6553077968490462,0.6529160739687055,0.9081480429068692,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
99,5.49,6.22,5.47,6.02,6.44,5.78,5.7,6.03,5.85,88.8,2,5,3.0,2,1,79.0,3.2,82.4,55.40852962724507,0,3.92,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
100,9.33,9.68,9.77,10.0,10.0,10.0,10.0,10.0,9.87,90.5,2,3,3.0,3,2,62.4,3.7,66.2,67.9,1,25.08,0,1,0.6583148043673049,0.6609427609427609,0.9081480429068692,0.651540003644979,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.9910676817936576
101,9.56,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,94.8,1,3,3.0,3,1,84.4,3.7,76.7,75.7,1,25.03,0,1,0.6583148043673049,0.6467799288818649,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
102,8.25,8.6,8.47,8.27,8.74,8.59,8.81,8.4,8.61,65.4,1,1,2.0,2,0,77.9,3.154210956663942,55.9,55.6,0,18.53,0,1,0.6583148043673049,0.6529160739687055,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
103,9.98,10.0,9.8,10.0,9.61,10.0,10.0,10.0,9.96,78.8,2,4,3.0,4,2,91.8,2.7,82.9,80.6,1,18.69,0,1,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
104,5.99,6.28,5.95,6.21,7.26,6.6,6.35,6.31,6.29,81.2,0,1,2.0,2,0,55.0,3.5,59.2,42.8,1,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
105,4.0,4.0,4.0,4.23,4.0,4.0,4.0,4.0,4.19,62.7,0,2,1.8044691509931448,0,1,38.9,2.3,31.0,33.6,1,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.2031315364847905
106,7.91,8.12,8.33,8.12,8.19,8.32,8.36,7.96,8.25,76.6,1,5,2.0,3,2,89.8,3.9,80.9,77.4,1,22.57,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
107,7.07,7.47,7.13,7.56,6.89,7.36,7.3,7.21,7.36,81.3,1,2,1.8044691509931448,2,1,71.5,3.154210956663942,48.9,67.8,1,8.45,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
108,6.04,5.7,5.95,5.81,5.77,6.19,5.95,6.01,5.97,86.6,1,1,1.0,2,1,70.5,2.6,49.4,58.2,0,5.91,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
109,7.75,7.35,7.76,7.74,7.5,8.17,7.93,8.16,7.84,78.3,3,2,3.0,1,1,66.4,4.9,78.1,78.6,1,10.31,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6487879142756763,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
110,6.36,6.63,6.2,5.78,5.89,5.99,6.72,6.78,6.2,90.7,1,3,1.8044691509931448,3,1,95.7,4.8,55.9,73.6,1,5.7,0,1,0.6583148043673049,0.6467799288818649,0.9081480429068692,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.3022949379598111,0.2031315364847905
111,9.38,9.9,9.63,9.86,9.85,10.0,9.9,10.0,9.77,92.4,0,2,2.0,3,1,83.5,5.0,71.6,75.9,1,25.42,0,1,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
112,9.5,9.44,9.37,9.55,10.0,9.92,9.5,9.83,9.7,90.9,1,4,3.0,3,1,83.5,4.6,75.5,67.0,1,25.2,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
113,7.79,7.65,7.65,7.34,7.18,7.49,7.36,7.23,7.35,63.6,0,1,1.0,0,0,46.1,2.2,32.1,31.2,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
114,5.89,5.62,5.46,5.73,5.17,5.18,4.91,5.61,5.53,62.6,0,1,1.0,0,0,68.85926127341149,2.3,30.1,55.40852962724507,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
115,5.95,5.38,5.93,5.27,5.73,5.44,5.58,5.39,5.65,71.6,0,1,2.0,1,0,84.1,2.6,42.2,48.3,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
116,7.34,6.53,6.66,6.58,6.77,7.03,6.51,6.34,6.68,55.5,0,1,1.0,0,0,44.2,2.2,29.8,31.5,1,0.0,0,0,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
117,5.17,5.55,5.27,4.97,5.33,4.54,5.05,4.96,5.21,57.6,1,1,1.0,0,0,41.7,3.154210956663942,57.41127296699558,33.5,0,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
118,9.82,10.0,10.0,9.78,10.0,10.0,10.0,10.0,9.84,93.9,3,4,2.0,3,1,79.8,5.0,83.4,66.3,1,25.98,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.651540003644979,0.6516526517359088,0.6592842673869007,0.3022949379598111,0.9910676817936576
119,6.03,6.13,6.0,5.8,5.94,6.13,5.59,6.59,6.05,64.4,0,1,0.0,1,0,50.8,1.0,29.3,22.1,0,0.0,0,0,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
120,8.39,8.93,8.71,7.94,8.49,8.59,8.83,8.35,8.61,62.8,1,2,2.0,1,1,71.6,3.0,43.9,54.7,1,18.71,0,1,0.6553077968490462,0.6597051597051597,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
121,5.52,4.36,4.96,4.8,4.42,4.8,4.92,4.8,5.02,65.2,1,0,0.0,0,1,43.6,2.7,31.7,29.4,0,0.0,0,0,0.6553077968490462,0.661128903122498,0.3018718274111675,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
122,5.2,5.03,4.89,4.54,4.81,4.43,4.06,4.39,4.7,51.7,0,0,0.0,0,0,41.5,2.6,32.8,35.5,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.2031315364847905
123,7.44,6.81,7.42,7.08,7.81,7.37,7.74,7.43,7.44,77.4,2,1,1.8044691509931448,3,2,68.85926127341149,3.7,98.9,68.1,1,8.64,0,1,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
124,9.63,9.36,9.46,10.0,9.43,9.85,9.64,9.88,9.98,97.3,3,5,3.0,4,1,97.4,4.6,96.9,80.9,1,25.08,1,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
125,8.18,7.95,8.05,7.86,8.01,7.67,8.08,8.56,8.13,91.6,3,4,1.8044691509931448,4,2,87.4,4.7,86.8,88.7,0,18.82,0,1,0.6553077968490462,0.6609427609427609,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
126,4.76,4.27,4.39,4.87,4.35,4.82,4.65,4.4,4.73,83.6,1,2,2.0,2,1,56.9,3.9,50.0,55.40852962724507,0,3.19,0,1,0.6583148043673049,0.6529160739687055,0.9081480429068692,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
127,7.26,7.12,7.2,7.62,7.01,6.91,7.22,7.13,7.06,59.1,0,0,0.0,0,0,46.8,1.7,35.0,31.6,0,0.0,0,0,0.6583148043673049,0.6591515870661525,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
128,6.7,6.23,6.6,6.77,5.78,5.75,6.61,6.53,6.21,55.6,0,1,1.0,1,1,50.6,1.8,27.8,31.9,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
129,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,2,3,2.0,3,1,58.3,3.8,86.0,72.3,1,25.99,0,1,0.6553077968490462,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
130,6.89,7.14,7.24,6.95,7.35,7.46,7.24,7.69,7.29,69.6,1,2,2.0,2,0,75.8,3.5,53.5,53.0,1,9.35,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
131,7.31,6.5,6.43,6.84,6.65,6.63,6.32,6.92,6.66,81.9,1,1,1.0,2,1,51.6,2.8,55.1,42.6,1,8.34,0,1,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
132,8.97,9.37,9.51,9.16,9.15,10.0,9.2,9.1,9.44,89.6,2,3,1.8044691509931448,4,2,93.1,3.8,88.2,87.3,1,25.56,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
133,6.88,6.7,6.82,6.89,6.97,7.09,7.2,6.54,7.08,95.3,2,2,3.0,3,1,70.5,2.6,89.2,78.7,1,8.82,0,1,0.6553077968490462,0.6553480475382003,0.9081480429068692,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
134,8.23,8.03,8.39,8.13,8.01,8.27,8.99,8.12,8.32,83.6,3,2,3.0,4,1,61.9,3.154210956663942,60.9,77.0,1,18.57,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
135,5.88,6.1,5.93,5.28,5.2,5.68,5.21,5.7,5.63,60.7,0,1,1.0,0,0,57.1,1.9,25.0,34.3,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
136,5.92,6.34,5.71,6.41,6.24,5.86,6.48,6.81,6.19,83.1,1,3,3.0,2,0,84.5,3.1,87.6,76.6,1,6.45,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
137,7.2,8.16,7.29,7.88,7.53,7.83,7.45,7.97,7.6,79.6,1,2,1.0,1,0,55.4,4.0,52.8,46.5,0,8.14,0,1,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
138,6.55,6.16,6.11,6.14,6.43,6.15,6.64,6.06,6.25,61.8,1,2,2.0,2,0,69.6,2.8,43.6,48.6,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
139,8.75,8.52,8.0,7.96,8.38,8.5,8.78,8.25,8.33,80.1,1,2,1.0,1,1,64.6,3.4,58.4,55.40852962724507,1,18.25,0,1,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.6486231313926043,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
140,6.47,6.47,6.06,6.57,6.34,6.78,6.03,6.69,6.3,60.4,0,0,1.0,1,0,51.0,2.4,23.3,29.8,1,0.0,0,0,0.6553077968490462,0.6467799288818649,0.3018718274111675,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.3022949379598111,0.2031315364847905
141,5.16,5.31,4.36,4.8,4.46,4.6,4.71,5.23,4.91,69.9,1,1,1.0,0,0,44.1,1.2,33.5,29.5,1,0.0,0,0,0.6553077968490462,0.6597051597051597,0.3018718274111675,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.2031315364847905
142,6.72,6.62,7.2,6.9,7.64,7.42,6.73,7.1,7.12,87.5,2,3,3.0,3,2,84.6,3.6,78.1,67.7,1,12.75,0,1,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
143,6.78,7.34,6.99,7.14,6.19,6.37,6.68,6.68,6.62,76.3,1,3,1.0,2,1,50.7,2.4,50.5,51.2,1,0.0,0,0,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
144,7.34,7.21,7.4,6.84,7.45,7.08,7.42,7.53,9.75,73.2,3,5,3.0,4,1,96.4,4.5,99.1,56.7,1,8.99,1,1,0.6553077968490462,0.6529160739687055,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
145,7.73,7.68,8.24,7.43,8.18,7.39,7.88,8.21,7.99,92.1,3,2,3.0,2,1,77.1,4.0,100.0,69.7,0,8.81,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
146,8.26,7.97,8.15,8.08,7.9,8.51,8.7,8.56,8.42,90.0,2,3,3.0,2,1,96.2,5.0,72.3,85.2,1,22.99,0,1,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
147,8.97,8.92,8.68,8.1,8.87,8.32,8.25,9.12,8.67,75.0,0,2,2.0,1,1,80.6,3.3,58.0,57.4,0,18.33,0,1,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
148,7.77,7.36,7.4,7.17,7.22,7.56,7.08,7.59,7.55,80.0,0,1,1.0,2,1,72.1,2.8,54.0,40.8,1,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
149,9.0,8.87,8.3,8.85,9.2,8.87,8.94,9.39,8.67,95.9,2,3,3.0,2,0,75.5,4.5,71.7,70.6,1,22.52,0,1,0.6583148043673049,0.6529160739687055,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
150,8.7,8.98,9.12,8.88,8.54,8.89,9.07,9.19,9.2,100.0,1,3,2.0,4,1,100.0,4.2,57.41127296699558,61.9,1,18.76,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
151,5.56,5.64,5.42,5.28,5.96,4.82,5.14,5.66,5.6,50.0,0,1,0.0,1,0,44.0,1.6,31.8,55.40852962724507,1,0.0,0,0,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
152,8.48,8.86,8.65,7.77,8.79,8.43,8.62,8.3,8.57,92.9,1,4,2.0,2,2,85.9,3.6,91.6,56.1,1,22.1,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
153,8.5,8.45,8.77,9.1,8.97,9.08,9.32,9.1,9.03,88.5,2,4,3.0,3,1,94.9,4.2,97.9,70.2,0,18.11,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
154,5.89,6.15,5.41,5.96,6.08,6.03,6.22,5.69,6.01,86.9,1,2,1.0,1,1,71.1,2.8,56.1,39.3,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
155,5.32,5.29,5.75,5.39,5.66,5.47,5.6,5.43,5.35,54.9,0,1,0.0,0,0,52.0,3.154210956663942,25.4,55.40852962724507,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
156,6.7,6.87,7.03,7.12,7.03,7.13,7.02,7.42,7.12,84.4,3,3,2.0,3,2,78.2,3.154210956663942,68.7,55.40852962724507,1,9.42,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
157,7.85,6.96,7.63,7.99,7.59,7.63,7.0,7.99,7.65,66.7,1,2,2.0,1,1,72.1,2.0,53.1,39.7,0,12.09,0,1,0.6553077968490462,0.6597051597051597,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
158,7.37,7.49,7.67,7.44,7.39,7.52,7.38,7.87,4.44,51.19371743,0,2,2.0,2,0,30.3,3.0,0.1,53.5,0,8.2,1,1,0.6583148043673049,0.6529160739687055,0.3018718274111675,0.6486231313926043,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
159,8.97,8.85,8.7,8.56,8.63,9.11,8.66,8.69,8.94,95.6,1,4,2.0,3,1,79.6,3.154210956663942,82.1,80.6,0,18.35,0,1,0.6583148043673049,0.6467799288818649,0.9081480429068692,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
160,6.88,6.66,6.68,7.34,6.9,6.62,7.08,6.98,6.82,82.1,0,1,1.0,1,1,72.6,3.4,38.7,53.5,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.7792716749065477
161,6.52,6.63,6.19,6.24,6.37,6.36,6.54,6.25,6.57,86.4,1,2,1.0,2,0,56.7,3.2,52.6,52.2,0,9.43,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.651540003644979,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
162,7.91,7.51,8.11,7.58,8.02,8.1,8.29,8.19,7.86,70.6,1,2,1.0,1,0,53.2,3.6,51.7,55.7,1,8.6,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
163,5.88,5.71,5.44,5.89,5.91,6.11,6.07,5.9,5.87,96.1,1,1,1.8044691509931448,2,0,69.3,3.1,56.2,47.4,1,5.0,0,1,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
164,6.38,5.51,6.13,6.26,6.0,5.88,6.2,6.05,6.17,72.6,1,2,1.0,2,0,68.7,3.154210956663942,51.6,44.6,0,5.35,0,1,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.651540003644979,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.2031315364847905
165,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,97.2,1,4,3.0,3,2,72.0,4.8,74.8,55.40852962724507,1,18.34,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
166,4.94,4.33,5.08,5.15,4.72,4.6,4.88,4.6,4.79,58.5,0,0,1.0,0,0,68.85926127341149,1.6,25.9,29.2,1,0.0,0,0,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
167,8.11,7.98,8.25,8.43,8.91,9.06,8.62,8.37,8.45,74.5,2,4,4.0,3,1,82.9,2.5,87.9,77.1,0,18.41,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
168,8.41,9.67,9.05,9.1,9.07,9.71,9.52,9.77,9.45,93.1,3,2,3.0,4,2,83.8,4.0,57.41127296699558,88.8,1,18.97,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
169,8.8,8.34,8.83,9.02,9.6,8.83,9.46,9.57,8.97,88.0,0,3,3.0,3,2,85.5,3.6,65.0,67.1,1,22.43,0,1,0.6583148043673049,0.6609427609427609,0.9081480429068692,0.6486231313926043,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
170,8.05,7.27,7.43,7.69,7.36,7.97,8.27,7.37,7.57,73.7,1,3,2.0,2,0,66.7,3.0,50.4,45.0,1,8.62,0,1,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6486231313926043,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
171,6.87,6.18,6.85,6.95,6.89,6.73,6.86,6.85,6.77,76.7,0,2,2.0,2,1,69.6,3.1,67.0,45.5,0,0.0,0,0,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.3022949379598111,0.7792716749065477
172,9.85,9.88,9.75,9.63,9.9,9.74,9.8,9.54,9.81,90.3,2,2,1.8044691509931448,4,2,87.8,4.3,62.2,74.4,0,18.97,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
173,5.05,4.99,4.58,4.52,4.95,4.56,4.92,5.06,4.96,70.4,1,1,2.0,1,0,61.8,2.7,63.0,47.6,1,0.0,0,0,0.6553077968490462,0.6506528701650652,0.3018718274111675,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
174,9.06,8.44,9.28,8.99,8.7,10.0,9.01,8.96,9.0,98.3,2,2,2.0,3,1,73.4,4.3,70.0,83.5,1,18.71,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
175,6.39,6.06,6.18,5.46,5.7,5.81,6.09,6.73,6.0,64.0,0,3,1.0,1,0,65.1,3.0,51.3,48.4,0,3.7,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
176,9.46,9.84,9.78,9.46,9.66,9.85,10.0,9.94,9.78,88.6,2,3,3.0,3,1,91.4,4.1,68.4,77.9,1,25.27,0,1,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
